,Riksdagsledamot,Parti,Valkrets,chamber,start,end,Yrke
6686,Sven Munke,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1979,1982,redaktör
6687,Sven-Erik Nordin,Centerpartiet,Västernorrlands län,Enkammarriksdagen,1979,1982,lantbrukare
6688,Sven-Gösta Signell,Socialdemokraterna,Skaraborgs län,Enkammarriksdagen,1979,1982,f.d. ombudsman
6689,Tage Adolfsson,Moderata samlingspartiet,Västmanlands län,Enkammarriksdagen,1979,1982,företagare
6690,Tage Sundkvist,Centerpartiet,Södermanlands län,Enkammarriksdagen,1979,1982,lantbrukare
6691,Thage Peterson,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1979,1982,"f.d. statsråd, bankofullmäktig"
6692,Thorbjörn Fälldin,Centerpartiet,Västernorrlands län,Enkammarriksdagen,1979,1982,statsminister
6693,Thorsten Larsson,Centerpartiet,Malmöhus län,Enkammarriksdagen,1979,1982,"lantbrukare, andre vice talman"
6694,Thure Jadestig,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1979,1982,
6695,Tommy Franzén,Vänsterpartiet kommunisterna,Stockholms kommun,Enkammarriksdagen,1979,1982,elektriker
6696,Tore Claeson,Vänsterpartiet kommunisterna,Stockholms län,Enkammarriksdagen,1979,1982,hyresgästombudsman
6697,Tore Nilsson,Moderata samlingspartiet,Västerbottens län,Enkammarriksdagen,1979,1982,predikant
6698,Torkel Lindahl,Folkpartiet,Göteborgs och Bohus län,Enkammarriksdagen,1979,1982,segelmakare
6699,Torsten A. Karlsson,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1979,1982,
6700,Torsten Bengtsson,Centerpartiet,Jönköpings län,Enkammarriksdagen,1979,1982,redaktör
6701,Torsten Gustafsson,Centerpartiet,Gotlands län,Enkammarriksdagen,1979,1982,lantbrukare
6702,Tyra Johansson,Socialdemokraterna,Göteborgs och Bohus län,Enkammarriksdagen,1979,1982,kontorist
6703,Ulla Ekelund,Centerpartiet,Kristianstads län,Enkammarriksdagen,1979,1982,tillsynslärare
6704,Ulla Johansson,Socialdemokraterna,Kronobergs län,Enkammarriksdagen,1979,1982,lågstadielärare
6705,Ulla Tillander,Centerpartiet,Fyrstadskretsen,Enkammarriksdagen,1979,1982,ämneslärare
6706,Valter Kristenson,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1979,1982,"metallarbetare, riksgäldsfullmäktig"
6707,Wiggo Komstedt,Moderata samlingspartiet,Kristianstads län,Enkammarriksdagen,1979,1982,direktör
6708,Wilhelm Gustafsson,Folkpartiet,Älvsborgs läns södra,Enkammarriksdagen,1979,1982,rektor
6709,Wivi-Anne Cederqvist,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1979,1982,arbetsförmedlare
6710,Wivi-Anne Radesjö,Socialdemokraterna,Älvsborgs läns norra,Enkammarriksdagen,1979,1982,
6711,Yngve Nyquist,Socialdemokraterna,Kopparbergs län,Enkammarriksdagen,1979,1982,länsbostadsdirektör
6712,Åke Green,Socialdemokraterna,Kopparbergs län,Enkammarriksdagen,1979,1982,studieombudsman
6713,Åke Gustavsson,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1979,1982,redaktör
6714,Åke Persson,Folkpartiet,Fyrstadskretsen,Enkammarriksdagen,1979,1982,
6715,Åke Persson,Folkpartiet,Fyrstadskretsen,Enkammarriksdagen,1979,1982,kamrer
6716,Åke Polstam,Centerpartiet,Östergötlands län,Enkammarriksdagen,1979,1982,poliskommissarie
6717,Åke Wictorsson,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1979,1982,
6718,Agne Hansson,Centerpartiet,Kalmar län,Enkammarriksdagen,1982,1985,lärare
6719,Aina Westin,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1982,1985,ombudsman
6720,Alexander Chrisopoulos,Vänsterpartiet kommunisterna,Göteborgs kommun,Enkammarriksdagen,1982,1985,truckförare
6721,Alf Wennerfors,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1982,1985,informationschef
6722,Allan Ekström,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1982,1985,hovrättsråd
6723,Allan Åkerlind,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1982,1985,byggnadsarbetare
6724,Anders Björck,Moderata samlingspartiet,Jönköpings län,Enkammarriksdagen,1982,1985,politiker
6725,Anders Dahlgren,Centerpartiet,Östergötlands län,Enkammarriksdagen,1982,1985,f.d. statsråd
6726,Anders G. Högmark,Moderata samlingspartiet,Kronobergs län,Enkammarriksdagen,1982,1985,civilekonom
6727,Anders Nilsson,Socialdemokraterna,Skaraborgs län,Enkammarriksdagen,1982,1985,arbetsförmedlare
6728,Anders Svärd,Centerpartiet,Örebro län,Enkammarriksdagen,1982,1985,vägmästare
6729,Anita Bråkenhielm,Moderata samlingspartiet,Jönköpings län,Enkammarriksdagen,1982,1985,läkare
6730,Anita Gradin,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1982,1985,statsråd
6731,Anita Johansson,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1982,1985,undersköterska
6732,Anita Modin,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1982,1985,förbundskassör
6733,Anita Persson,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,1982,1985,socialkamrer
6734,Ann-Cathrine Haglund,Moderata samlingspartiet,Örebro län,Enkammarriksdagen,1982,1985,adjunkt
6735,Anna Wohlin-Andersson,Centerpartiet,Östergötlands län,Enkammarriksdagen,1982,1985,lantbrukare
6736,Anna-Greta Leijon,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1982,1985,statsråd
6737,Arne Andersson,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1982,1985,inspektör
6738,Arne Andersson,Moderata samlingspartiet,Älvsborgs läns norra,Enkammarriksdagen,1982,1985,lantbrukare
6739,Arne Fransson,Centerpartiet,Jönköpings län,Enkammarriksdagen,1982,1985,personalchef
6740,Arne Gadd,Socialdemokraterna,Uppsala län,Enkammarriksdagen,1982,1985,revisionsdirektör
6741,Arne Nygren,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,1982,1985,journalist
6742,Arne Svensson,Moderata samlingspartiet,Älvsborgs läns södra,Enkammarriksdagen,1982,1985,lantbrukare
6743,Axel Andersson,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1982,1985,kronojägare
6744,Barbro Nilsson,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1982,1985,
6745,Barbro Nilsson,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1982,1985,ämneslärare
6746,Bengt Kindbom,Centerpartiet,Skaraborgs län,Enkammarriksdagen,1982,1985,sekreterare
6747,Bengt Kronblad,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1982,1985,ombudsman
6748,Bengt Silfverstrand,Socialdemokraterna,Malmöhus län,Enkammarriksdagen,1982,1985,företagsekonom
6749,Bengt Wiklund,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1982,1985,journalist
6750,Bengt Wittbom,Moderata samlingspartiet,Örebro län,Enkammarriksdagen,1982,1985,platschef
6751,Berit Oscarsson,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1982,1985,studiesekreterare
6752,Bertil Danielsson,Moderata samlingspartiet,Kalmar län,Enkammarriksdagen,1982,1985,lantbrukare
6753,Bertil Fiskesjö,Centerpartiet,Malmöhus län,Enkammarriksdagen,1982,1985,universitetslektor
6754,Bertil Jonasson,Centerpartiet,Värmlands län,Enkammarriksdagen,1982,1985,småbrukare
6755,Bertil Lidgard,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1982,1985,ombudsman
6756,Bertil Måbrink,Vänsterpartiet kommunisterna,Gävleborgs län,Enkammarriksdagen,1982,1985,ombudsman
6757,Bertil Zachrisson,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1982,1985,politiker
6758,Birger Hagård,Moderata samlingspartiet,Östergötlands län,Enkammarriksdagen,1982,1985,universitetslektor
6759,Birger Rosqvist,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1982,1985,mästerlots
6760,Birgitta Dahl,Socialdemokraterna,Uppsala län,Enkammarriksdagen,1982,1985,statsråd
6761,Birgitta Hambraeus,Centerpartiet,Kopparbergs län,Enkammarriksdagen,1982,1985,filosofie kandidat
6762,Birgitta Johansson,Socialdemokraterna,Skaraborgs län,Enkammarriksdagen,1982,1985,metallarbetare
6763,Birgitta Rydle,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1982,1985,ämneslärare
6764,Birthe Sörestedt,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1982,1985,socionom
6765,Björn Körlof,Moderata samlingspartiet,Kopparbergs län,Enkammarriksdagen,1982,1985,departementssekreterare
6766,Björn Molin,Folkpartiet,Göteborgs kommun,Enkammarriksdagen,1982,1985,f.d. statsråd
6767,Björn Samuelson,Vänsterpartiet kommunisterna,Värmlands län,Enkammarriksdagen,1982,1985,lärare
6768,Blenda Littmarck,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1982,1985,politiker
6769,Bo Arvidson,Moderata samlingspartiet,Malmöhus län,Enkammarriksdagen,1982,1985,lantbrukare
6770,Bo Finnkvist,Socialdemokraterna,Värmlands län,Enkammarriksdagen,1982,1985,järnbruksarbetare
6771,Bo Forslund,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1982,1985,ombudsman
6772,Bo Lundgren,Moderata samlingspartiet,Kristianstads län,Enkammarriksdagen,1982,1985,civilekonom
6773,Bo Nilsson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1982,1985,kommunalråd
6774,Bo Södersten,Socialdemokraterna,Kopparbergs län,Enkammarriksdagen,1982,1985,professor
6775,Britt Mogård,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1982,1985,f.d. statsråd
6776,Britta Hammarbacken,Centerpartiet,Örebro län,Enkammarriksdagen,1982,1985,leg. sjuksköterska
6777,Börje Hörnlund,Centerpartiet,Västerbottens län,Enkammarriksdagen,1982,1985,skogsmästare
6778,Börje Nilsson,Socialdemokraterna,Kristianstads län,Enkammarriksdagen,1982,1985,socionom
6779,Börje Stensson,Folkpartiet,Östergötlands län,Enkammarriksdagen,1982,1985,rektor
6780,Carl Bildt,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1982,1985,politiker
6781,Carl Henrik Hermansson,Vänsterpartiet kommunisterna,Stockholms kommun,Enkammarriksdagen,1982,1985,chefredaktör
6782,Catarina Rönnung,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1982,1985,folkhögskollärare
6783,Christer Eirefelt,Folkpartiet,Hallands län,Enkammarriksdagen,1982,1985,byggnadstekniker
6784,Christer Nilsson,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1982,1985,socionom
6785,Claes Elmstedt,Centerpartiet,Blekinge län,Enkammarriksdagen,1982,1985,lantbrukare
6786,Curt Boström,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1982,1985,kamrer
6787,Doris Håvik,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1982,1985,assistent
6788,Egon Jacobsson,Socialdemokraterna,Malmöhus län,Enkammarriksdagen,1982,1985,ombudsman
6789,Einar Larsson,Centerpartiet,Kristianstads län,Enkammarriksdagen,1982,1985,lantbrukare
6790,Elis Andersson,Centerpartiet,Stockholms län,Enkammarriksdagen,1982,1985,byggnadsarbetare
6791,Elisabeth Fleetwood,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1982,1985,adjunkt
6792,Elver Jonsson,Folkpartiet,Älvsborgs läns norra,Enkammarriksdagen,1982,1985,brevbärare
6793,Elving Andersson,Centerpartiet,Bohuslän,Enkammarriksdagen,1982,1985,ombudsman
6794,Elvy Nilsson,Socialdemokraterna,Värmlands län,Enkammarriksdagen,1982,1985,fru
6795,Eric Hägelmark,Folkpartiet,Kristianstads län,Enkammarriksdagen,1982,1985,kapten
6796,Eric Jönsson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1982,1985,ombudsman
6797,Erik Hovhammar,Moderata samlingspartiet,Kronobergs län,Enkammarriksdagen,1982,1985,riksgäldsfullmäktig
6798,Erik Johansson,Socialdemokraterna,Kristianstads län,Enkammarriksdagen,1982,1985,arbetsförmedlingsföreståndare
6799,Erik Olsson,Moderata samlingspartiet,Västernorrlands län,Enkammarriksdagen,1982,1985,köpman
6800,Erik Wärnberg,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1982,1985,trävaruhandlare
6801,Eva Hjelmström,Vänsterpartiet kommunisterna,Stockholms kommun,Enkammarriksdagen,1982,1985,civilekonom
6802,Evert Hedberg,Socialdemokraterna,Hallands län,Enkammarriksdagen,1982,1985,ombudsman
6803,Evert Svensson,Socialdemokraterna,Bohuslän,Enkammarriksdagen,1982,1985,socionom
6804,Ewy Möller,Moderata samlingspartiet,Kalmar län,Enkammarriksdagen,1982,1985,
6805,Filip Fridolfsson,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1982,1985,fabrikör
6806,Frida Berglund,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,1982,1985,skolsköterska
6807,Georg Andersson,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,1982,1985,rektor
6808,Gertrud Sigurdsen,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1982,1985,statsråd
6809,Grethe Lundblad,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1982,1985,socialvårdsinspektör
6810,Gullan Lindblad,Moderata samlingspartiet,Värmlands län,Enkammarriksdagen,1982,1985,sjuksköterska
6811,Gunhild Bolander,Centerpartiet,Gotlands län,Enkammarriksdagen,1982,1985,ombudsman
6812,Gunilla André,Centerpartiet,Skaraborgs län,Enkammarriksdagen,1982,1985,politiker
6813,Gunnar Biörck,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1982,1985,professor emeritus
6814,Gunnar Björk,Centerpartiet,Gävleborgs län,Enkammarriksdagen,1982,1985,bankkonsulent
6815,Gunnar Hökmark,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1982,1985,civilekonom
6816,Gunnar Nilsson,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1982,1985,LO:s f.d. ordförande
6817,Gunnar Nilsson,Socialdemokraterna,Malmöhus län,Enkammarriksdagen,1982,1985,politiker
6818,Gunnar Olsson,Socialdemokraterna,Värmlands län,Enkammarriksdagen,1982,1985,journalist
6819,Gunnar Sträng,Socialdemokraterna,Älvsborgs läns södra,Enkammarriksdagen,1982,1985,f.d. statsråd
6820,Gunnar Ström,Socialdemokraterna,Örebro län,Enkammarriksdagen,1982,1985,metallarbetare
6821,Gunnar Thollander,Socialdemokraterna,Uppsala län,Enkammarriksdagen,1982,1985,instruktör
6822,Gunnel Jonäng,Centerpartiet,Gävleborgs län,Enkammarriksdagen,1982,1985,studieinstruktör
6823,Gunnel Liljegren,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1982,1985,adjunkt
6824,Gustav Persson,Socialdemokraterna,Uppsala län,Enkammarriksdagen,1982,1985,
6825,Göran Allmér,Moderata samlingspartiet,Södermanlands län,Enkammarriksdagen,1982,1985,rektor
6826,Göran Ericsson,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1982,1985,kriminalinspektör
6827,Göran Persson,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,1982,1985,politiker
6828,Göran Riegnell,Moderata samlingspartiet,Göteborgs kommun,Enkammarriksdagen,1982,1985,civilekonom
6829,Görel Bohlin,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1982,1985,filosofie kandidat
6830,Gösta Andersson,Centerpartiet,Kalmar län,Enkammarriksdagen,1982,1985,skogsbrukare
6831,Gösta Bohman,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1982,1985,f.d. statsråd
6832,Göte Jonsson,Moderata samlingspartiet,Jönköpings län,Enkammarriksdagen,1982,1985,kriminalinspektör
6833,Göthe Knutson,Moderata samlingspartiet,Värmlands län,Enkammarriksdagen,1982,1985,redaktör
6834,Hagar Normark,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,1982,1985,politiker
6835,Hans Gustafsson,Socialdemokraterna,Blekinge län,Enkammarriksdagen,1982,1985,statsråd
6836,Hans Nyhage,Moderata samlingspartiet,Älvsborgs läns södra,Enkammarriksdagen,1982,1985,rektor
6837,Hans Petersson,Folkpartiet,Malmöhus län,Enkammarriksdagen,1982,1985,folkskollärare
6838,Hans Petersson,Vänsterpartiet kommunisterna,Västmanlands län,Enkammarriksdagen,1982,1985,ombudsman
6839,Hans Pettersson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1982,1985,kranmaskinist
6840,Hans Wachtmeister,Moderata samlingspartiet,Blekinge län,Enkammarriksdagen,1982,1985,godsägare
6841,Helge Hagberg,Socialdemokraterna,Örebro län,Enkammarriksdagen,1982,1985,f.d. kommunalråd
6842,Helge Klöver,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1982,1985,järnvägsexpeditör
6843,Holger Bergman,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,1982,1985,ombudsman
6844,Hugo Bergdahl,Folkpartiet,Västmanlands län,Enkammarriksdagen,1982,1985,flottiljpolis
6845,Hugo Hegeland,Moderata samlingspartiet,Göteborgs kommun,Enkammarriksdagen,1982,1985,f.d. professor
6846,Håkan Stjernlöf,Moderata samlingspartiet,Gävleborgs län,Enkammarriksdagen,1982,1985,boktryckare
6847,Håkan Strömberg,Socialdemokraterna,Örebro län,Enkammarriksdagen,1982,1985,metallarbetare
6848,Ing-Marie Hansson,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1982,1985,sjuksköterska
6849,Inga Lantz,Vänsterpartiet kommunisterna,Stockholms län,Enkammarriksdagen,1982,1985,industritjänsteman
6850,Inga-Britt Johansson,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1982,1985,inspektör
6851,Inge Carlsson,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1982,1985,metallarbetare
6852,Ingegerd Elm,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1982,1985,politiker
6853,Ingegerd Troedsson,Moderata samlingspartiet,Uppsala län,Enkammarriksdagen,1982,1985,f.d. statsråd
6854,Ingemar Eliasson,Folkpartiet,Stockholms län,Enkammarriksdagen,1982,1985,f.d. statsråd
6855,Ingemar Hallenius,Centerpartiet,Skaraborgs län,Enkammarriksdagen,1982,1985,lantbrukare
6856,Ingemar Konradsson,Socialdemokraterna,Örebro län,Enkammarriksdagen,1982,1985,inspektör
6857,Ingemund Bengtsson,Socialdemokraterna,Hallands län,Enkammarriksdagen,1982,1985,f.d. statsråd
6858,Inger Hestvik,Socialdemokraterna,Kopparbergs län,Enkammarriksdagen,1982,1985,rektor
6859,Inger Josefsson,Centerpartiet,Älvsborgs läns södra,Enkammarriksdagen,1982,1985,lågstadielärare
6860,Inger Wickzén,Moderata samlingspartiet,Hallands län,Enkammarriksdagen,1982,1985,
6861,Ingrid Andersson,Socialdemokraterna,Uppsala län,Enkammarriksdagen,1982,1985,sjuksköterska
6862,Ingrid Hemmingsson,Moderata samlingspartiet,Jämtlands län,Enkammarriksdagen,1982,1985,hushållslärare
6863,Ingrid Sundberg,Moderata samlingspartiet,Malmöhus län,Enkammarriksdagen,1982,1985,filosofie kandidat
6864,Ingvar Björk,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1982,1985,folkhögskollärare
6865,Ingvar Carlsson,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1982,1985,statsråd
6866,Ingvar Eriksson,Moderata samlingspartiet,Kristianstads län,Enkammarriksdagen,1982,1985,lantbrukare
6867,Ingvar Johnsson,Socialdemokraterna,Älvsborgs läns norra,Enkammarriksdagen,1982,1985,studiesekreterare
6868,Ingvar Karlsson i Bengtsfors,Centerpartiet,Älvsborgs läns norra,Enkammarriksdagen,1982,1985,fabriksarbetare
6869,Iris Mårtensson,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1982,1985,studieombudsman
6870,Iréne Vestlund,Socialdemokraterna,Kopparbergs län,Enkammarriksdagen,1982,1985,sjukvårdslärare
6871,Ivar Franzén,Centerpartiet,Hallands län,Enkammarriksdagen,1982,1985,lantmästare
6872,Ivar Nordberg,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1982,1985,ombudsman
6873,Ivar Virgin,Moderata samlingspartiet,Skaraborgs län,Enkammarriksdagen,1982,1985,civilekonom
6874,Jan Bergqvist,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1982,1985,sekreterare
6875,Jan Fransson,Socialdemokraterna,Skaraborgs län,Enkammarriksdagen,1982,1985,byrådirektör
6876,Jan-Eric Virgin,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1982,1985,lantbrukare
6877,Jan-Erik Wikström,Folkpartiet,Stockholms kommun,Enkammarriksdagen,1982,1985,f.d. statsråd
6878,Jens Eriksson,Moderata samlingspartiet,Bohuslän,Enkammarriksdagen,1982,1985,ombudsman
6879,Joakim Ollén,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1982,1985,juris kandidat
6880,John Andersson,Vänsterpartiet kommunisterna,Västerbottens län,Enkammarriksdagen,1982,1985,skogsarbetare
6881,John Johnsson,Socialdemokraterna,Malmöhus län,Enkammarriksdagen,1982,1985,ombudsman
6882,Jörgen Ullenhag,Folkpartiet,Uppsala län,Enkammarriksdagen,1982,1985,byråchef
6883,Jörn Svensson,Vänsterpartiet kommunisterna,Fyrstadskretsen,Enkammarriksdagen,1982,1985,författare
6884,Karin Ahrland,Folkpartiet,Fyrstadskretsen,Enkammarriksdagen,1982,1985,f.d. statsråd
6885,Karin Andersson,Centerpartiet,Stockholms kommun,Enkammarriksdagen,1982,1985,f.d. statsråd
6886,Karin Flodström,Socialdemokraterna,Örebro län,Enkammarriksdagen,1982,1985,lågstadielärare
6887,Karin Israelsson,Centerpartiet,Västerbottens län,Enkammarriksdagen,1982,1985,distriktssköterska
6888,Karin Nordlander,Vänsterpartiet kommunisterna,Stockholms kommun,Enkammarriksdagen,1982,1985,politiker
